,source,author,title,description,url,urlToImage,publishedAt,content
40,"{'id': None, 'name': 'Help Net Security'}",Zeljka Zorz,LastPass says attackers got users' info and password vault data,The August 2022 LastPass breach has resulted in potentially catastrophic consequences for the company and some of its users: attackers have made off with unencrypted customer data and copies of backups of customer vault data. The information couldn't,https://www.helpnetsecurity.com/2022/12/23/lastpass-breach-customer-vault/,https://img.helpnetsecurity.com/wp-content/uploads/2022/12/23071350/lastpass-broken.jpg,2022-12-23T11:32:02Z,The August 2022 LastPass breach has resulted in potentially catastrophic consequences for the company and some of its users: attackers have made off with unencrypted customer data and copies of backu… [+5864 chars]
41,"{'id': None, 'name': 'Investing.com'}",CoinEdition,Crypto Employment Hit Over 80K Recruitments Despite Bear Market,Crypto Employment Hit Over 80K Recruitments Despite Bear Market,https://www.investing.com/news/cryptocurrency-news/crypto-employment-hit-over-80k-recruitments-despite-bear-market-2969695,https://i-invdn-com.investing.com/news/Cryptocurrencies_800x533_L_1556444856.jpg,2022-12-23T11:30:08Z,"<ul><li>Block Research shared that the crypto industry hired 82,200 employees in 2022.</li><li>Trading and Brokerage accounted for 50% of the total crypto-related employment.</li><li>Crypto.com laid … [+1250 chars]"
42,"{'id': None, 'name': 'Thefly.com'}",,Iris Energy: 160MW of data center capacity not affected by BC gov't decision,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id3637083/IREN-Iris-Energy-MW-of-data-center-capacity-not-affected-by-BC-govt-decision,https://thefly.com/images/meta/hotstocks.jpg,2022-12-23T11:28:13Z,"Iris Energy announced that its 160MW of data center capacity is not affected by the recent announcement by the Government of British Columbia. On December 21, 2022, the Government of British Columbia… [+486 chars]"
43,"{'id': None, 'name': 'Biztoc.com'}",datadriveninvestor.com,Should You Be Investing in Crypto Now?,"Should You Be Investing in Crypto Now? Crypto Investment 101: A Beginner’s Guide to Evaluating the Cryptocurrency Market and when to invest. It’s been one of the most difficult years for crypto in recent history. Just over a year ago, Bitcoin was trading at a…",https://biztoc.com/x/55c46cc9b875693e,https://c.biztoc.com/p/55c46cc9b875693e/og.webp,2022-12-23T11:26:08Z,"Should You Be Investing in Crypto Now?
Crypto Investment 101: A Beginners Guide to Evaluating the Cryptocurrency Market and when to invest.
Its been one of the most difficult years for crypto in re… [+420 chars]"
44,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,Iris Energy's 160MW of Data Center Capacity in British Columbia Not Affected by Recent Government Decision to Temporarily Suspend New and Early Stage Connection Requests for Cryptocurrency Mining,"(marketscreener.com) SYDNEY, Australia, Dec. 23, 2022 -- Iris Energy Limited , a leading owner and operator of institutional-grade, highly efficient Bitcoin mining data centers powered by 100% renewable energy, today announced that its 160MW of data center ca…",https://www.marketscreener.com/quote/stock/IRIS-ENERGY-LIMITED-129472358/news/Iris-Energy-s-160MW-of-Data-Center-Capacity-in-British-Columbia-Not-Affected-by-Recent-Government-De-42611354/?utm_medium=RSS&utm_content=20221223,https://www.marketscreener.com/images/twitter_MS_fdgris.png,2022-12-23T11:26:01Z,"SYDNEY, Australia, Dec. 23, 2022 (GLOBE NEWSWIRE) -- Iris Energy Limited (NASDAQ: IREN) (“Iris Energy” or “the Company”), a leading owner and operator of institutional-grade, highly efficient Bitcoin… [+9206 chars]"
45,"{'id': None, 'name': 'GlobeNewswire'}",IRIS ENERGY LIMITED,Iris Energy’s 160MW of Data Center Capacity in British Columbia Not Affected by Recent Government Decision to Temporarily Suspend New and Early Stage Connection Requests for Cryptocurrency Mining,"SYDNEY, Australia, Dec. 23, 2022 (GLOBE NEWSWIRE) -- Iris Energy Limited (NASDAQ: IREN) (“Iris Energy” or “the Company”), a leading owner and operator of institutional-grade, highly efficient Bitcoin mining data centers powered by 100% renewable energy, today…",https://www.globenewswire.com/news-release/2022/12/23/2579076/0/en/Iris-Energy-s-160MW-of-Data-Center-Capacity-in-British-Columbia-Not-Affected-by-Recent-Government-Decision-to-Temporarily-Suspend-New-and-Early-Stage-Connection-Requests-for-Crypto.html,https://ml.globenewswire.com/Resource/Download/624c4073-c9f5-408e-844b-faf7bce26df8?size=1,2022-12-23T11:25:00Z,"SYDNEY, Australia, Dec. 23, 2022 (GLOBE NEWSWIRE) -- Iris Energy Limited (NASDAQ: IREN) (Iris Energy or the Company), a leading owner and operator of institutional-grade, highly efficient Bitcoin min… [+9125 chars]"
46,"{'id': None, 'name': 'Yahoo Entertainment'}",IRIS ENERGY LIMITED,Iris Energy’s 160MW of Data Center Capacity in British Columbia Not Affected by Recent Government Decision to Temporarily Suspend New and Early Stage Connection Requests for Cryptocurrency Mining,"SYDNEY, Australia, Dec. 23, 2022 (GLOBE NEWSWIRE) -- Iris Energy Limited (NASDAQ: IREN) (“Iris Energy” or “the Company”), a leading owner and operator of...",https://finance.yahoo.com/news/iris-energy-160mw-data-center-112500890.html,https://s.yimg.com/ny/api/res/1.2/ZPaQKZaz9kqJI_tspW8Kuw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD0yNTI-/https://media.zenfs.com/en/globenewswire.com/8ed830832f6ffa99892e716fcfbab6db,2022-12-23T11:25:00Z,"SYDNEY, Australia, Dec. 23, 2022 (GLOBE NEWSWIRE) -- Iris Energy Limited (NASDAQ: IREN) (Iris Energy or the Company), a leading owner and operator of institutional-grade, highly efficient Bitcoin min… [+9131 chars]"
47,"{'id': 'independent', 'name': 'Independent'}",Holly Patrick,FTX founder Sam Bankman-Fried to be released on $250m bond to parents' home,FTX founder Sam Bankman-Fried will be released on a $250m bond while awaiting trial in the US on fraud charges.,https://www.independent.co.uk/tv/news/bond-ftx-sam-bankman-fried-b2250561.html,https://cdn.jwplayer.com/v2/media/5SbYxKq0/poster.jpg?width=720,2022-12-23T11:18:05Z,"FTX founder Sam Bankman-Fried will be released on a $250m bond while awaiting trial in the US on fraud charges.
The cryptocurrency mogul, 30, has been charged with stealing billions of dollars in FT… [+296 chars]"
48,"{'id': 'usa-today', 'name': 'USA Today'}","Nicole Fallert, USA TODAY",Daily Briefing: 'The central cause of January 6th was one man',Jan. 6 committee releases final report and more news to start your Friday.,https://www.usatoday.com/story/news/2022/12/23/jan-6-ftx-blizzard-cold-winter-title-42-megan-thee-stallion/10948384002/,https://s.yimg.com/ny/api/res/1.2/ibjX5bfujZRSputssXYa0w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/usa_today_news_641/4dbb4fc0127d486f4566ed16c7f19eaa,2022-12-23T11:16:50Z,"The House Jan. 6 committee's 814-page final report came after the panel interviewed thousands of witnesses, held 10 hearings and obtained millions of pages of documents. Also in the news: Migrants at… [+6476 chars]"
49,"{'id': None, 'name': 'Gadgets360.com'}","Radhika Parashar, Siddharth Suvarna",US SEC Warns Crypto Investors Against Blindly Trusting ‘Proof-of-Reserve' Audits,"Paul Munter, the acting chief accountant of the SEC has said not all crypto firms are even sharing numbers from their audits and hence, should not be taken as reliable sources. The statement from Munter comes at a time several crypto firms are trying to earn …",https://www.gadgets360.com/cryptocurrency/news/us-sec-warns-crypto-investors-blindly-trusting-proof-of-reserve-audits-3632691,https://i.gadgets360cdn.com/large/crypto_us_unsplash_ewan_kennedy_large_1657709472639.jpg,2022-12-23T11:16:23Z,"Following the collapse of the FTX crypto exchange due to a liquidity crunch, several global crypto firms have conducted the audits of their respective proofs-of-reserves. The aim is to ensure their u… [+2423 chars]"
50,"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,"Authorities in Italy, Albania Bust $16M Suspected Crypto Investment Scam",Law enforcement authorities in Italy and Albania have busted a cryptocurrency investment scam worth 15 million euros ($15.91 million). #albania,https://biztoc.com/x/f7232b749b7d8037,https://c.biztoc.com/p/f7232b749b7d8037/og.webp,2022-12-23T11:16:05Z,"Law enforcement authorities in Italy and Albania have busted a cryptocurrency investment scam worth 15 million euros ($15.91 million). 
#albania
 This story appeared on coindesk.com, 2022-12-23."
51,"{'id': None, 'name': 'Biztoc.com'}",bitcoin.com,President of Brazil Sanctions Cryptocurrency Law – Regulation Bitcoin News,"President Jair Bolsonaro has approved law 14.478, which regulates cryptocurrency-related operations and virtual asset service providers (VASPs) in Brazil. The document, approved on the last day of the period allowed, will begin to be applied 180 days after it…",https://biztoc.com/x/e35db4c799ba03ed,https://c.biztoc.com/p/e35db4c799ba03ed/og.webp,2022-12-23T11:02:06Z,"President Jair Bolsonaro has approved law 14.478, which regulates cryptocurrency-related operations and virtual asset service providers (VASPs) in Brazil. The document, approved on the last day of th… [+459 chars]"
52,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,"The SEC’s crypto crackdown is just getting started, says Gary Gensler",The SEC wants to increase its oversight of the cryptocurrency market following FTX’s collapse. Gensler wants crypto issuers and exchanges to comply with regulations in the US. Crypto experts continue to call for promotive regulation of the industry. The SEC w…,https://biztoc.com/x/7e3e3e627ae8e389,https://c.biztoc.com/p/7e3e3e627ae8e389/og.webp,2022-12-23T11:02:05Z,The SEC wants to increase its oversight of the cryptocurrency market following FTXs collapse.Gensler wants crypto issuers and exchanges to comply with regulations in the US.Crypto experts continue to… [+427 chars]
53,"{'id': None, 'name': 'CoinDesk'}",Jamie Crawley,"Authorities in Italy, Albania Bust $16M Suspected Crypto Investment Scam",Assets worth 3 million euros were seized during the action by a joint investigation team.,https://www.coindesk.com/business/2022/12/23/authorities-in-italy-albania-bust-16m-suspected-crypto-investment-scam/,https://www.coindesk.com/resizer/XB1oJayqqPYl0ffWg20QtGAo79k=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/MMPXSJFZ5VFF7HGX7TC7N7HKQ4.jpg,2022-12-23T11:01:41Z,"Law enforcement authorities in Italy and Albania busted a suspected cryptocurrency investment scam estimated to have netted 15 million euros ($16 million).
Assets worth 3 million euros were seized d… [+1677 chars]"
54,"{'id': None, 'name': 'Investing.com'}",CoinEdition,"Peter Schiff Mocks SBF, Says More Crypto Millionaires to be Affected","Peter Schiff Mocks SBF, Says More Crypto Millionaires to be Affected",https://www.investing.com/news/cryptocurrency-news/peter-schiff-mocks-sbf-says-more-crypto-millionaires-to-be-affected-2969680,https://i-invdn-com.investing.com/news/Cryptocurrencies_800x533_L_1556528104.jpg,2022-12-23T11:00:18Z,"<ul><li>Peter Schiff says more crypto millionaires to be affected following FTX collapse.</li><li>Schiff believes Elon Musk is looking to move away from Bitcoin.</li><li>According to Schiff, the cryp… [+2068 chars]"
55,"{'id': None, 'name': 'U.Today'}",U.Today,Cardano Whales Added 331 Million Additional ADA After Collapse of FTX,Key Cardano sharks have been steadily accumulating since June,https://u.today/cardano-whales-added-331-million-additional-ada-after-collapse-of-ftx,https://u.today/sites/default/files/styles/twitter/public/2022-12/29198.jpg,2022-12-23T11:00:00Z,Disclaimer: The opinion expressed here is not investment advice it is provided for informational purposes only. It does not necessarily reflect the opinion of U.Today. Every investment and all tradin… [+2137 chars]
56,"{'id': None, 'name': 'Tenable.com'}",Juan Perez,Cybersecurity Snapshot: Six Predictions from Tenable for 2023,"As 2022 draws to a close, we asked Tenable experts what they expect for the new year. After reading the tea leaves, they’re forecasting developments in extortion attacks, OT security, SaaS threats, metaverse risks and more!

Dive into these six predictions fo…",https://www.tenable.com/blog/cybersecurity-snapshot-six-predictions-from-tenable-for-2023,https://www.tenable.com/sites/default/files/styles/640x360/public/images/articles/Cybersecurity%20Snapshot%20Six%202023%20Predictions%20from%20Tenable.jpg?itok=gmwxGL2E,2022-12-23T11:00:00Z,"As 2022 draws to a close, we asked Tenable experts what they expect for the new year. After reading the tea leaves, theyre forecasting developments in extortion attacks, OT security, SaaS threats, me… [+5071 chars]"
57,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Dileep Seinberg,Key differences between utility tokens & security tokens,Tokenization is one of the notions that has become more popular as blockchain has become more widely used. Tokens are being looked at by groups from many different industries and communities as a way to start new businesses and projects. Everyone is thinking …,https://economictimes.indiatimes.com/markets/cryptocurrency/key-differences-between-utility-tokens-security-tokens/articleshow/96454446.cms,"https://img.etimg.com/thumb/msid-96454512,width-1070,height-580,imgsize-392247,overlay-etmarkets/photo.jpg",2022-12-23T10:58:19Z,There is no way to deny that blockchain technology is causing huge changes in almost every industry. Blockchain technology enables the development of a diverse range of new business models. It is bel… [+4249 chars]
58,"{'id': None, 'name': 'Coinjournal.net'}",Hassan Maishera,"The SEC’s crypto crackdown is just getting started, says Gary Gensler",The SEC wants to increase its oversight of the cryptocurrency market following FTX’s collapse. Gensler wants crypto issuers and exchanges to comply with regulations in the US. Crypto experts continue to call for promotive regulation of the industry. The SEC w…,https://coinjournal.net/news/the-secs-crypto-crackdown-is-just-getting-started-says-gary-gensler/,https://coinjournal.net/wp-content/uploads/1970/01/1671792867894-93b37489-73dd-4b0a-9332-54de25d7a9b6.jpg,2022-12-23T10:55:00Z,"Please be aware that some of the links on this site will direct you to the websites of third parties, some of whom are marketing affiliates and/or business partners of this site and/or its owners, op… [+2173 chars]"
59,"{'id': None, 'name': 'Biztoc.com'}",cryptopotato.com,MEXC Launches the Broker Program with Up to 60% Daily Rebate,"[PRESS RELEASE – Please Read Disclaimer] On December 20th, MEXC, the cryptocurrency trading platform, launches the broker program. Brokers who sign up for this program can get up to 50%-60% rebate on trading fees. MEXC It is understood that MEXC’s broker prog…",https://biztoc.com/x/34620a585d04d8fc,https://c.biztoc.com/p/34620a585d04d8fc/og.webp,2022-12-23T10:50:11Z,"[PRESS RELEASE Please Read Disclaimer]On December 20th, MEXC, the cryptocurrency trading platform, launches the broker program. Brokers who sign up for this program can get up to 50%-60% rebate on tr… [+444 chars]"
60,"{'id': None, 'name': ""Barron's""}",Adam Clark,Bitcoin Edges Higher. FTX Fallout Could Tighten Crypto Regulation.,"The SEC asserts that FTX's digital token was a security, potentially opening the way for tighter regulation of cryptocurrencies.",https://www.barrons.com/articles/bitcoin-crypto-markets-today-ftx-sec-51671791175,https://images.barrons.com/im-684340/social,2022-12-23T10:48:00Z,"Bitcoin
 and other cryptocurrencies were slightly higher Friday with the collapse of cryptocurrency exchange FTX and the fate of its founder, Sam Bankman-Fried, still in the spotlight. 
Bitcoin
 h… [+1127 chars]"
61,"{'id': None, 'name': 'Biztoc.com'}",finbold.com,"Bitcoin recovers faster post-FTX than after past major capitulation events, data shows","has been trading in a sideways pattern in recent days, as the aftermath of the FTX collapse still pressures the cryptocurrency market, its funding rates are recovering faster than following previous capitulation events. Specifically, since the crash of what u…",https://biztoc.com/x/e55e3887119af1d0,https://c.biztoc.com/p/e55e3887119af1d0/og.webp,2022-12-23T10:46:06Z,"has been trading in a sideways pattern in recent days, as the aftermath of the FTX collapse still pressures the cryptocurrency market, its funding rates are recovering faster than following previous … [+435 chars]"
62,"{'id': None, 'name': 'Biztoc.com'}",finbold.com,Crypto-skeptic Peter Schiff admits gold partly lost interest due to Bitcoin’s growth,"Peter Schiff, the chief global strategist of Euro Pacific Capital and vocal cryptocurrency skeptic, has suggested that Bitcoin’s (BTC) rise partly impacted investor interest in gold. According to Schiff, with gold trading sideways, frustrated investors ventur…",https://biztoc.com/x/7ac183fbe28f4192,https://c.biztoc.com/p/7ac183fbe28f4192/og.webp,2022-12-23T10:46:05Z,"Peter Schiff, the chief global strategist of Euro Pacific Capital and vocal cryptocurrency skeptic, has suggested that Bitcoins (BTC) rise partly impacted investor interest in gold. According to Schi… [+449 chars]"
63,"{'id': None, 'name': 'Finbold.com'}",Ana Nicenko,"Bitcoin recovers faster post-FTX than after past major capitulation events, data shows","Although Bitcoin (BTC) has been trading in a sideways pattern in recent days, as the aftermath of the FTX collapse … Continued
The post Bitcoin recovers faster post-FTX than after past major capitulation events, data shows appeared first on Finbold.",https://finbold.com/bitcoin-recovers-faster-post-ftx-than-after-past-major-capitulation-events-data-shows/,https://finbold.com/app/uploads/2022/12/Bitcoin-recovers-faster-post-FTX-than-after-past-major-capitulation-events-data-shows.jpg,2022-12-23T10:39:36Z,"Although Bitcoin (BTC) has been trading in a sideways pattern in recent days, as the aftermath of the FTX collapse still pressures the cryptocurrency market, its funding rates are recovering faster t… [+2864 chars]"
64,"{'id': None, 'name': 'Biztoc.com'}",observer.com,"Investor Tim Draper Is “100% Sure” Bitcoin Will Reach $250,000 By 2024","Billionaire venture capitalist Tim Draper is sticking to his bold prediction bitcoin will reach $250,000 in the next year or two despite the cryptocurrency losing 65 percent of its dollar value this year and the recent downfall of crypto exchange FTX. Draper,…",https://biztoc.com/x/50c7776adae7c4f9,https://c.biztoc.com/p/50c7776adae7c4f9/og.webp,2022-12-23T10:38:08Z,"Billionaire venture capitalist Tim Draper is sticking to his bold prediction bitcoin will reach $250,000 in the next year or two despite the cryptocurrency losing 65 percent of its dollar value this … [+434 chars]"
65,"{'id': None, 'name': 'Finbold.com'}",Paul L.,Crypto-skeptic Peter Schiff admits gold partly lost interest due to Bitcoin’s growth,"Peter Schiff, the chief global strategist of Euro Pacific Capital and vocal cryptocurrency skeptic, has suggested that Bitcoin’s (BTC) rise … Continued
The post Crypto-skeptic Peter Schiff admits gold partly lost interest due to Bitcoin’s growth appeared firs…",https://finbold.com/crypto-skeptic-peter-schiff-admits-gold-partly-lost-interest-due-to-bitcoins-growth/,https://finbold.com/app/uploads/2022/12/Crypto-skeptic-Peter-Schiff-admits-gold-partly-lost-interest-due-to-Bitcoins-growth.jpg,2022-12-23T10:35:00Z,"Peter Schiff, the chief global strategist of Euro Pacific Capital and vocal cryptocurrency skeptic, has suggested that Bitcoin’s (BTC) rise partly impacted investor interest in gold. 
According to S… [+2884 chars]"
66,"{'id': None, 'name': 'Observer'}","Sissi Cao, Sissi Cao","Investor Tim Draper Is “100% Sure” Bitcoin Will Reach $250,000 By 2024","Venture capitalist Tim Draper is sticking to his prediction Bitcoin will reach $250,000 soon despite the cryptocurrency losing 65 percent of its value in 2022.",https://observer.com/2022/12/tim-draper-bitcoin-prediction-ftx-crypto/,https://observer.com/wp-content/uploads/sites/2/2022/12/GettyImages-1244426687-e1671742307350.jpg?quality=80&strip,2022-12-23T10:30:26Z,"Tim Draper bought 30,000 Bitcoins for $632 each in 2014. Ben McShane/Sportsfile for Web Summit via Getty Images
Billionaire venture capitalist Tim Draper is sticking to his bold prediction bitcoin w… [+2899 chars]"
67,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,"Uniswap allows crypto purchases using credit cards, but how is UNI price behaving?","Uniswap partnered with Moonpay for crypto purchases using a credit card and debit card. Uniswap token is under bear pressure amid slight intraday gains. UNI could proceed lower as investors show little interest. In an exceedingly bear market, any positive cry…",https://biztoc.com/x/f98b7125097a88b3,https://c.biztoc.com/p/f98b7125097a88b3/og.webp,2022-12-23T10:20:04Z,Uniswap partnered with Moonpay for crypto purchases using a credit card and debit card.Uniswap token is under bear pressure amid slight intraday gains.UNI could proceed lower as investors show little… [+406 chars]
68,"{'id': None, 'name': 'Biztoc.com'}",thecryptobasic.com,Ripple General Counsel: SEC Finally Admits FTX Customers’ Assets Were Used to Bail Out BlockFi,"Ripple’s general counsel asks vital questions about the SEC’s role in FTX collapse. Ripple’s general counsel Stuart Alderoty has made an important discovery in the SEC’s recently filed charges against FTX and Alameda Research execs. According to Alderoty, the…",https://biztoc.com/x/2c35d5973ec405dd,https://c.biztoc.com/p/2c35d5973ec405dd/og.webp,2022-12-23T10:14:06Z,"Ripples general counsel asks vital questions about the SECs role in FTX collapse.
Ripples general counsel Stuart Alderoty has made an important discovery in the SECs recently filed charges against F… [+470 chars]"
69,"{'id': None, 'name': 'Investing.com'}",Investing.com,What happened in 2022? The year in review,What happened in 2022? The year in review,https://www.investing.com/news/economy/what-happened-in-2022-the-year-in-review-2968308,https://i-invdn-com.investing.com/news/moved_LYNXMPEI7L037_L.jpg,2022-12-23T10:13:49Z,"By Liz Moyer, Peter Nurse, Scott Kanowsky and Yasin Ebrahim
Investing.com -- The year is heading to a close on a sour note with the hoped-for Santa rally failing to materialize. Worries about a rece… [+19658 chars]"
70,"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,"Bitcoin Is Leading Indicator for S&P 500, Past Data Shows","The cryptocurrency tends to bottom out weeks ahead of the S&P 500, research by Delphi Digital shows. #delphidigital",https://biztoc.com/x/dc3c8a3a3e6a4a45,https://c.biztoc.com/p/dc3c8a3a3e6a4a45/og.webp,2022-12-23T10:12:05Z,"The cryptocurrency tends to bottom out weeks ahead of the S&amp;P 500, research by Delphi Digital shows. 
#delphidigital
 This story appeared on coindesk.com, 2022-12-22."
71,"{'id': None, 'name': 'Coinjournal.net'}",Motiur Rahman,"Uniswap allows crypto purchases using credit cards, but how is UNI price behaving?","Uniswap partnered with Moonpay for crypto purchases using a credit card and debit card. Uniswap token is under bear pressure amid slight intraday gains. UNI could proceed lower as investors show little interest. In an exceedingly bear market, any positive cry…",https://coinjournal.net/news/uniswap-allows-crypto-purchases-using-credit-cards-but-how-is-uni-price-behaving/,https://coinjournal.net/wp-content/uploads/1970/01/1671789909189-76b4d028-7e77-45de-89fd-31cbd337b53d.jpg,2022-12-23T10:07:04Z,"<ul><li>Uniswap partnered with Moonpay for crypto purchases using a credit card and debit card.
</li><li>Uniswap token is under bear pressure amid slight intraday gains.
</li><li>UNI could proceed … [+2704 chars]"
72,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,Litecoin settles at $65 support. Who has a chance now?,"Litecoin has corrected back to the $65 support LTC is nearly entering the bearish territory The cryptocurrency needs to recover above key moving averages Litecoin (LTC/USD) correction could now be over. In its latest market dip, the cryptocurrency settled at …",https://biztoc.com/x/eb5e60899e8ed619,https://c.biztoc.com/p/eb5e60899e8ed619/og.webp,2022-12-23T10:06:07Z,Litecoin has corrected back to the $65 supportLTC is nearly entering the bearish territoryThe cryptocurrency needs to recover above key moving averagesLitecoin (LTC/USD) correction could now be over.… [+404 chars]
73,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,XRP fails to mount a comeback despite whale accumulation. Here is the next target,XRP has been correcting as the SEC case drags Whales have been accumulating the cryptocurrency XRP could continue sliding to find support at $0.30 Ripple (XRP/USD) enthusiasts have been anxious for the past weeks. As investors awaited a possible hint of the S…,https://biztoc.com/x/52496f4d5dfccdcc,https://c.biztoc.com/p/52496f4d5dfccdcc/og.webp,2022-12-23T10:06:06Z,XRP has been correcting as the SEC case dragsWhales have been accumulating the cryptocurrencyXRP could continue sliding to find support at $0.30Ripple (XRP/USD) enthusiasts have been anxious for the … [+431 chars]
74,"{'id': None, 'name': 'Coinjournal.net'}",Motiur Rahman,Litecoin settles at $65 support. Who has a chance now?,"Litecoin has corrected back to the $65 support LTC is nearly entering the bearish territory The cryptocurrency needs to recover above key moving averages Litecoin (LTC/USD) correction could now be over. In its latest market dip, the cryptocurrency settled at …",https://coinjournal.net/news/litecoin-settles-at-65-support-who-has-a-chance-now/,https://coinjournal.net/wp-content/uploads/1970/01/1671789508124-4363762d-b0f8-4a0f-a2e2-401c34319aac.jpg,2022-12-23T10:01:03Z,"<ul><li>Litecoin has corrected back to the $65 support
</li><li>LTC is nearly entering the bearish territory
</li><li>The cryptocurrency needs to recover above key moving averages
</li></ul>Liteco… [+2828 chars]"
75,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Stacy-Marie Ishmael,This Week in Crypto: Bankman-Fried In Court (Podcast),A reckoning is coming for the former chief executive officer of FTX. It may also be coming for the whole industry.,https://www.bloomberg.com/news/articles/2022-12-23/sam-bankman-fried-sbf-is-back-in-the-us-all-eyes-on-binance,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/ipvAnOR6oHpQ/v1/1200x800.jpg,2022-12-23T10:00:19Z,"Listen to Bloomberg Crypto on the iHeartRadio App, Apple Podcasts or Spotify.
Its been another wild week in crypto, especially for Sam Bankman-Fried.  The co-founder of FTX was released on a $250 mi… [+132 chars]"
76,"{'id': None, 'name': 'Crypto Daily'}",Crypto Daily,Jetshare_JETT$: The Aviation Industry Saviour,"There are quite a handful of industries that produce the world’s richest people. One such industry is the aviation industry. Entering the industry is reserved for the wealthy and powerful. 
This goes to confirm the mantra, “The rich keep getting richer."" The …",https://cryptodaily.co.uk/2022/12/jetshare-jett-the-aviation-industry-saviour,https://cryptodailycdn.ams3.cdn.digitaloceanspaces.com/image-2022-12-22-161939.jpg,2022-12-23T10:00:00Z,"There are quite a handful of industries that produce the world’s richest people. One such industry is the aviation industry. Entering the industry is reserved for the wealthy and powerful. 
This goe… [+3875 chars]"
77,"{'id': None, 'name': 'Coinjournal.net'}",Motiur Rahman,XRP fails to mount a comeback despite whale accumulation. Here is the next target,XRP has been correcting as the SEC case drags Whales have been accumulating the cryptocurrency XRP could continue sliding to find support at $0.30 Ripple (XRP/USD) enthusiasts have been anxious for the past weeks. As investors awaited a possible hint of the S…,https://coinjournal.net/news/xrp-fails-to-mount-a-comeback-despite-whale-accumulation-here-is-the-next-target/,https://coinjournal.net/wp-content/uploads/1970/01/1671788982448-03a3424b-4079-46cc-ab5f-2032571b40a5.jpg,2022-12-23T09:53:08Z,"<ul><li>XRP has been correcting as the SEC case drags
</li><li>Whales have been accumulating the cryptocurrency
</li><li>XRP could continue sliding to find support at $0.30
</li></ul>Ripple
 (XRP… [+2462 chars]"
78,"{'id': None, 'name': 'Coinjournal.net'}",Motiur Rahman,"Uniswap versus GMX token? Two DEX contenders, but which one is better?","Uniswap and GMX are DEX cryptocurrencies DEX tokens were boosted by the FTX collapse UNI could be preferable in the long term Decentralised exchanges, or simply DEX, were the talk of the town after the collapse of FTX. As investors’ concerns grew, centralised…",https://coinjournal.net/news/uniswap-versus-gmx-token-two-dex-contenders-but-which-one-is-better/,https://coinjournal.net/wp-content/uploads/1970/01/1671788710514-430f2ad3-c2f9-4efb-a733-13ab54a08512.jpg,2022-12-23T09:45:34Z,"<ul><li>Uniswap and GMX are DEX cryptocurrencies
</li><li>DEX tokens were boosted by the FTX collapse
</li><li>UNI could be preferable in the long term
</li></ul>Decentralised exchanges, or simply… [+3144 chars]"
79,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,Will Dogecoin build on its intraday 6% surge to finish the year strong?,"Dogecoin rose 6% on Friday, with a slight increase in trading volume The cryptocurrency is moved by the slightest of positive news DOGE is still bearish unless bulls reclaim $0.09 Investors are not yet done with Dogecoin (DOGE/USD). The cryptocurrency traded …",https://biztoc.com/x/7ae29fb2d54f5e7a,https://c.biztoc.com/p/7ae29fb2d54f5e7a/og.webp,2022-12-23T09:38:06Z,"Dogecoin rose 6% on Friday, with a slight increase in trading volumeThe cryptocurrency is moved by the slightest of positive newsDOGE is still bearish unless bulls reclaim $0.09Investors are not yet … [+425 chars]"
80,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,Axie Infinity breakout on a symmetrical triangle incoming after Google Play Store win?,Axie Infinity has lost 95% of its value from its ATH The cryptocurrency trades on a symmetrical triangle A breakout could shape the next price direction for AXS Axie Infinity (AXS/USD) has been one of the hardest-hit cryptocurrencies this year. The token of t…,https://biztoc.com/x/223de4c7102af6c7,https://c.biztoc.com/p/223de4c7102af6c7/og.webp,2022-12-23T09:38:06Z,Axie Infinity has lost 95% of its value from its ATHThe cryptocurrency trades on a symmetrical triangleA breakout could shape the next price direction for AXSAxie Infinity (AXS/USD) has been one of t… [+430 chars]
